listing_id,title,make,model,year,price,mileage,province,vehicle_type,source,scraped_at,vehicle_age,age_bucket
mock_0067,Kawasaki Z400 2019,Kawasaki,Z400,2019,87000.0,128900.0,Lampang,Motorcycle,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0068,Honda Click 150 2014,Honda,Click 150,2014,22000.0,206900.0,Samut Prakan,Motorcycle,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0069,Mitsubishi Triton 2013,Mitsubishi,Triton,2013,359000.0,165300.0,Samut Prakan,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0070,Mitsubishi Triton 2015,Mitsubishi,Triton,2015,337000.0,106700.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0071,Honda Jazz 2016,Honda,Jazz,2016,164000.0,185000.0,Chiang Mai,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0072,Ford EcoSport 2014,Ford,Ecosport,2014,235000.0,150300.0,Prachuap Khiri Khan,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0073,Honda PCX 160 2020,Honda,Pcx 160,2020,38000.0,119200.0,Hat Yai (Songkhla),Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0074,Suzuki GSX-S150 2017,Suzuki,Gsx-S150,2017,31000.0,121700.0,Udon Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0075,Honda Click 150 2014,Honda,Click 150,2014,18000.0,226300.0,Ubon Ratchathani,Motorcycle,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0076,Honda HR-V 2021,Honda,Hr-V,2021,399000.0,39200.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0077,Honda HR-V 2014,Honda,Hr-V,2014,300000.0,152500.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0078,Suzuki Swift 2013,Suzuki,Swift,2013,172000.0,187100.0,Phuket,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0079,Yamaha R15 2023,Yamaha,R15,2023,47000.0,44700.0,Chiang Mai,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0080,Toyota Corolla 2018,Toyota,Corolla,2018,231000.0,95000.0,Chonburi,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0081,Ford EcoSport 2013,Ford,Ecosport,2013,250000.0,176300.0,Chonburi,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0082,Honda CR-V 2017,Honda,Cr-V,2017,327000.0,136300.0,Pathum Thani,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0083,Toyota Yaris 2017,Toyota,Yaris,2017,202000.0,211300.0,Prachuap Khiri Khan,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0084,Toyota Hilux Revo 2018,Toyota,Hilux Revo,2018,453000.0,89400.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0085,Toyota Camry 2014,Toyota,Camry,2014,385000.0,236600.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0086,Isuzu D-Max 2016,Isuzu,D-Max,2016,389000.0,175400.0,Prachuap Khiri Khan,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0087,Mitsubishi Triton 2015,Mitsubishi,Triton,2015,375000.0,108900.0,Ubon Ratchathani,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0088,Nissan Almera 2013,Nissan,Almera,2013,203000.0,144600.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0089,Isuzu D-Max 2013,Isuzu,D-Max,2013,358000.0,175700.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0090,Mitsubishi Triton 2020,Mitsubishi,Triton,2020,351000.0,94800.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0091,Nissan Almera 2013,Nissan,Almera,2013,206000.0,101000.0,Samut Prakan,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0092,Honda Wave 110 2017,Honda,Wave 110,2017,14000.0,164900.0,Chiang Rai,Motorcycle,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0093,Honda Click 150 2016,Honda,Click 150,2016,19000.0,127800.0,Chonburi,Motorcycle,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0094,Ford Ranger 2016,Ford,Ranger,2016,370000.0,106200.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0095,Mitsubishi Triton 2016,Mitsubishi,Triton,2016,384000.0,124200.0,Nonthaburi,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0096,Mazda 3 2020,Mazda,3,2020,264000.0,67500.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0097,Yamaha MT-15 2023,Yamaha,Mt-15,2023,70000.0,52400.0,Nakhon Ratchasima,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0098,Isuzu D-Max 2020,Isuzu,D-Max,2020,361000.0,85000.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0099,Yamaha MT-15 2023,Yamaha,Mt-15,2023,66000.0,29600.0,Prachuap Khiri Khan,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0100,Mazda 3 2019,Mazda,3,2019,230000.0,147600.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0101,Nissan Navara 2014,Nissan,Navara,2014,347000.0,305000.0,Surat Thani,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0102,Toyota Fortuner 2018,Toyota,Fortuner,2018,457000.0,92500.0,Phuket,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0103,Honda CR-V 2018,Honda,Cr-V,2018,357000.0,154800.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0104,Mitsubishi Pajero 2021,Mitsubishi,Pajero,2021,549000.0,64800.0,Samut Prakan,Car,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0105,Nissan Note 2017,Nissan,Note,2017,177000.0,139400.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0106,Toyota Yaris 2020,Toyota,Yaris,2020,205000.0,145300.0,Ubon Ratchathani,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0107,Honda City 2013,Honda,City,2013,228000.0,188000.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0108,Yamaha NMAX 155 2023,Yamaha,Nmax 155,2023,59000.0,48700.0,Bangkok,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0109,Toyota CHR 2022,Toyota,Chr,2022,491000.0,81800.0,Bangkok,Car,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0110,Mitsubishi Triton 2020,Mitsubishi,Triton,2020,368000.0,121100.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0111,Isuzu D-Max 2014,Isuzu,D-Max,2014,390000.0,135400.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0112,Suzuki Swift 2014,Suzuki,Swift,2014,186000.0,175000.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0113,Mitsubishi Pajero 2015,Mitsubishi,Pajero,2015,584000.0,144500.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0114,Mazda CX-5 2022,Mazda,Cx-5,2022,590000.0,88100.0,Bangkok,Car,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0115,Suzuki GSX-S150 2019,Suzuki,Gsx-S150,2019,29000.0,119700.0,Nakhon Sawan,Motorcycle,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0116,Yamaha NMAX 155 2023,Yamaha,Nmax 155,2023,54000.0,42500.0,Nakhon Sawan,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0117,Honda City 2020,Honda,City,2020,254000.0,94000.0,Surat Thani,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0118,Toyota Camry 2012,Toyota,Camry,2012,540000.0,162200.0,Chonburi,Car,Mock,2026-07-07T10:54:42.639371,14,10+ yrs
mock_0119,Honda Jazz 2012,Honda,Jazz,2012,196000.0,192400.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,14,10+ yrs
mock_0120,Yamaha R15 2022,Yamaha,R15,2022,48000.0,79700.0,Khon Kaen,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0121,Toyota Yaris 2016,Toyota,Yaris,2016,232000.0,196200.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0122,Mitsubishi Triton 2020,Mitsubishi,Triton,2020,335000.0,123300.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0123,Honda Jazz 2012,Honda,Jazz,2012,181000.0,308600.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,14,10+ yrs
mock_0124,Yamaha Aerox 155 2021,Yamaha,Aerox 155,2021,44000.0,72600.0,Samut Prakan,Motorcycle,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0125,Honda CBR 150R 2022,Honda,Cbr 150R,2022,52000.0,60500.0,Khon Kaen,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0126,Yamaha MT-15 2023,Yamaha,Mt-15,2023,60000.0,56600.0,Ubon Ratchathani,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0127,Honda Civic 2013,Honda,Civic,2013,214000.0,121300.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0128,Suzuki Swift 2013,Suzuki,Swift,2013,185000.0,226100.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0129,Yamaha MT-15 2019,Yamaha,Mt-15,2019,28000.0,133700.0,Phuket,Motorcycle,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0130,Honda Click 150 2020,Honda,Click 150,2020,24000.0,67500.0,Surat Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0131,Toyota Corolla 2021,Toyota,Corolla,2021,258000.0,67100.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0132,Honda CBR 150R 2018,Honda,Cbr 150R,2018,41000.0,76900.0,Rayong,Motorcycle,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0133,Nissan Almera 2013,Nissan,Almera,2013,164000.0,179600.0,Bangkok,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0134,Yamaha Aerox 155 2021,Yamaha,Aerox 155,2021,43000.0,109200.0,Prachuap Khiri Khan,Motorcycle,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0135,Mazda 3 2014,Mazda,3,2014,311000.0,147000.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0136,Yamaha R15 2023,Yamaha,R15,2023,65000.0,51100.0,Surat Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0137,Toyota Corolla 2015,Toyota,Corolla,2015,286000.0,148100.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0138,Mitsubishi Pajero 2018,Mitsubishi,Pajero,2018,562000.0,112500.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0139,Honda Civic 2020,Honda,Civic,2020,337000.0,107500.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0140,Toyota CHR 2021,Toyota,Chr,2021,386000.0,51800.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0141,Mercedes-Benz C-Class 2018,Mercedes-Benz,C-Class,2018,1100000.0,86800.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0142,Mitsubishi Pajero 2016,Mitsubishi,Pajero,2016,583000.0,88100.0,Samut Prakan,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0143,Honda Wave 110 2012,Honda,Wave 110,2012,15000.0,123000.0,Chonburi,Motorcycle,Mock,2026-07-07T10:54:42.639371,14,10+ yrs
mock_0144,Yamaha Aerox 155 2021,Yamaha,Aerox 155,2021,43000.0,90900.0,Chiang Rai,Motorcycle,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0145,Honda Civic 2017,Honda,Civic,2017,348000.0,155000.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0146,Nissan Navara 2019,Nissan,Navara,2019,359000.0,114000.0,Chonburi,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0147,Honda HR-V 2021,Honda,Hr-V,2021,402000.0,69500.0,Samut Prakan,Car,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0148,Suzuki GSX-S150 2021,Suzuki,Gsx-S150,2021,36000.0,89700.0,Khon Kaen,Motorcycle,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0149,Honda CBR 150R 2017,Honda,Cbr 150R,2017,37000.0,189700.0,Udon Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0150,Toyota Hilux Revo 2015,Toyota,Hilux Revo,2015,438000.0,185100.0,Chonburi,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0151,Mercedes-Benz C-Class 2018,Mercedes-Benz,C-Class,2018,1188000.0,82600.0,Pathum Thani,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0152,Honda City 2013,Honda,City,2013,202000.0,329900.0,Chiang Mai,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0153,Suzuki Swift 2016,Suzuki,Swift,2016,198000.0,99000.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0154,Ford EcoSport 2017,Ford,Ecosport,2017,255000.0,131100.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0155,Toyota Camry 2016,Toyota,Camry,2016,486000.0,166300.0,Chonburi,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0156,Toyota Corolla 2019,Toyota,Corolla,2019,271000.0,102500.0,Bangkok,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0157,Isuzu D-Max 2016,Isuzu,D-Max,2016,346000.0,143000.0,Phuket,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0158,Yamaha R15 2020,Yamaha,R15,2020,49000.0,68700.0,Samut Prakan,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0159,Toyota Hilux Revo 2015,Toyota,Hilux Revo,2015,475000.0,179700.0,Bangkok,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0160,Toyota Fortuner 2019,Toyota,Fortuner,2019,642000.0,81900.0,Ubon Ratchathani,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0161,Toyota Yaris 2019,Toyota,Yaris,2019,175000.0,141100.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0162,Honda PCX 160 2019,Honda,Pcx 160,2019,40000.0,133600.0,Chonburi,Motorcycle,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0163,Ford EcoSport 2014,Ford,Ecosport,2014,238000.0,223300.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0164,Honda CBR 150R 2017,Honda,Cbr 150R,2017,37000.0,118000.0,Khon Kaen,Motorcycle,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0165,Yamaha R15 2023,Yamaha,R15,2023,48000.0,57400.0,Saraburi,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
